Instances,feature_avg_Segment_length,feature_direct_distance,feature_full_road_diversity,feature_max_angle,feature_max_pivot_off,feature_mean_angle,feature_mean_pivot_off,feature_mean_road_diversity,feature_median_angle,feature_median_pivot_off,feature_min_angle,feature_min_pivot_off,feature_num_l_turns,feature_num_r_turns,feature_num_straights,feature_road_distance,feature_std_angle,feature_std_pivot_off,feature_total_angle,algo_safety
68,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
69,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
70,0.05802791312632938,0.09123734672244105,0.09300044038934194,0.7734118347370605,0.03745167434591051,0.76286455437736,0.04180192669650002,0.09062177161706834,0.7502742914297909,0.04180192669650002,0.5849519312719953,0.028408693085197723,0.3333333333333333,0.3333333333333333,0.0,0.08754059063445474,0.7810127811830708,0.027138295950564828,0.7401441276798074,0
71,0.4997601856605714,0.8879696873851517,0.34325465785516024,0.12510653460260432,0.9884026144713403,0.2143096129654113,1.0,0.34777461682077504,0.17259485141987563,1.0,0.7519478925046608,0.48754420221823247,0.3333333333333333,0.3333333333333333,0.0,0.8585109434047592,0.07385962371307041,0.8603276846792902,0.2762975987715595,1
72,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
73,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
74,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
75,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
76,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
77,0.4997601856605714,0.8879696873851517,0.34325465785516024,0.12510653460260432,0.9884026144713403,0.2143096129654113,1.0,0.34777461682077504,0.17259485141987563,1.0,0.7519478925046608,0.48754420221823247,0.3333333333333333,0.3333333333333333,0.0,0.8585109434047592,0.07385962371307041,0.8603276846792902,0.2762975987715595,1
78,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
79,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
80,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
81,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
82,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
83,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
84,0.4997601856605714,0.8879696873851517,0.34325465785516024,0.12510653460260432,0.9884026144713403,0.2143096129654113,1.0,0.34777461682077504,0.17259485141987563,1.0,0.7519478925046608,0.48754420221823247,0.3333333333333333,0.3333333333333333,0.0,0.8585109434047592,0.07385962371307041,0.8603276846792902,0.2762975987715595,1
85,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
86,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
87,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
88,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
89,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
90,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
91,0.4997601856605714,0.8879696873851517,0.34325465785516024,0.12510653460260432,0.9884026144713403,0.2143096129654113,1.0,0.34777461682077504,0.17259485141987563,1.0,0.7519478925046608,0.48754420221823247,0.3333333333333333,0.3333333333333333,0.0,0.8585109434047592,0.07385962371307041,0.8603276846792902,0.2762975987715595,1
92,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
93,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
94,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
95,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
96,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,1
97,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
98,0.4997601856605714,0.8879696873851517,0.34325465785516024,0.12510653460260432,0.9884026144713403,0.2143096129654113,1.0,0.34777461682077504,0.17259485141987563,1.0,0.7519478925046608,0.48754420221823247,0.3333333333333333,0.3333333333333333,0.0,0.8585109434047592,0.07385962371307041,0.8603276846792902,0.2762975987715595,1
99,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
100,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
101,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
102,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
103,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,1
104,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
105,0.4997601856605714,0.8879696873851517,0.34325465785516024,0.12510653460260432,0.9884026144713403,0.2143096129654113,1.0,0.34777461682077504,0.17259485141987563,1.0,0.7519478925046608,0.48754420221823247,0.3333333333333333,0.3333333333333333,0.0,0.8585109434047592,0.07385962371307041,0.8603276846792902,0.2762975987715595,1
106,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
107,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
108,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
109,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
110,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
111,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
112,0.07027920443811186,0.11960872171291115,0.07628687511596335,1.0,0.046205896891633895,0.9807029147036439,0.04639822222632156,0.0734474721903895,0.9796783720530718,0.04639822222632156,0.6080902010809346,0.02190302794035585,0.3333333333333333,0.3333333333333333,0.0,0.10892318586651245,1.0,0.04070709351706506,0.9243436666363442,0
113,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
114,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
115,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
116,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
117,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
118,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
119,0.07027920443811186,0.11960872171291115,0.07628687511596335,1.0,0.046205896891633895,0.9807029147036439,0.04639822222632156,0.0734474721903895,0.9796783720530718,0.04639822222632156,0.6080902010809346,0.02190302794035585,0.3333333333333333,0.3333333333333333,0.0,0.10892318586651245,1.0,0.04070709351706506,0.9243436666363442,0
120,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
121,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
122,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
123,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
124,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
125,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
126,0.07027920443811186,0.11960872171291115,0.07628687511596335,1.0,0.046205896891633895,0.9807029147036439,0.04639822222632156,0.0734474721903895,0.9796783720530718,0.04639822222632156,0.6080902010809346,0.02190302794035585,0.3333333333333333,0.3333333333333333,0.0,0.10892318586651245,1.0,0.04070709351706506,0.9243436666363442,0
127,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
128,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
129,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
130,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
131,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
132,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
133,0.07027920443811186,0.11960872171291115,0.07628687511596335,1.0,0.046205896891633895,0.9807029147036439,0.04639822222632156,0.0734474721903895,0.9796783720530718,0.04639822222632156,0.6080902010809346,0.02190302794035585,0.3333333333333333,0.3333333333333333,0.0,0.10892318586651245,1.0,0.04070709351706506,0.9243436666363442,0
134,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
135,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
136,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
137,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
138,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
139,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
140,0.07027920443811186,0.11960872171291115,0.07628687511596335,1.0,0.046205896891633895,0.9807029147036439,0.04639822222632156,0.0734474721903895,0.9796783720530718,0.04639822222632156,0.6080902010809346,0.02190302794035585,0.3333333333333333,0.3333333333333333,0.0,0.10892318586651245,1.0,0.04070709351706506,0.9243436666363442,0
141,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
142,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
143,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
144,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
145,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
146,0.05791303139702167,0.10092367947451947,0.007179139379649259,0.9490713385259193,0.011175757796379138,1.0,0.009136926667107843,0.0024346794784889172,0.9999999999999999,0.009136926667107843,0.8159357774608301,0.0,0.3333333333333333,0.0,0.25,0.08734008364667434,0.8771490961355477,0.01275743875825671,0.9406608763760324,0
147,0.07027920443811186,0.11960872171291115,0.07628687511596335,1.0,0.046205896891633895,0.9807029147036439,0.04639822222632156,0.0734474721903895,0.9796783720530718,0.04639822222632156,0.6080902010809346,0.02190302794035585,0.3333333333333333,0.3333333333333333,0.0,0.10892318586651245,1.0,0.04070709351706506,0.9243436666363442,0
148,0.05811964034236303,0.08941057219718179,0.190761135901531,0.6878244146189244,0.08725726273063836,0.8163620056586343,0.08413849965461544,0.19107738533109656,0.8066120898252954,0.08413849965461544,1.0000000000000002,0.03251701989883236,0.6666666666666666,0.0,0.0,0.08770068526303687,0.5518315549731573,0.08173476561061523,0.7853804480716824,0
149,0.4697207943405826,0.8401050946135613,0.03557135532402556,0.09459830205750654,0.22951560471573787,0.18694792380576697,0.1876443000513166,0.03160956885965052,0.14378044455156044,0.1876443000513166,0.7549763344766868,0.0,0.0,0.3333333333333333,0.25,0.8060821724885895,0.04225143761626728,0.2619984545633175,0.25316112950724123,1
150,0.008685314875143152,0.2897560305894346,0.10044330234918403,0.11470334337745097,0.08952168633092794,0.17795178598528744,0.036594971814194556,0.039723738687009735,0.16985294355354272,0.0,0.563272263117399,0.0,0.0,0.3333333333333333,0.75,0.27779031818043476,0.08042303162756509,0.07226030124106918,0.20586268564678592,0
151,0.05831515525389158,0.07240870395612048,0.2056835944711965,0.6570287008402861,0.03795620706850637,0.6558903878412647,0.044544220549842715,0.20641120354795858,0.6376205316057748,0.044544220549842715,0.5884070675446558,0.034327369442526415,0.3333333333333333,0.3333333333333333,0.0,0.08804192408502343,0.6632322028840143,0.02446124299454184,0.6496890208441956,0
152,0.058116746038482214,0.09706886970619039,0.08530210667486533,0.924082635909914,0.03752504333472495,0.9029292833468918,0.039836152915319244,0.08271122194461109,0.897775495207111,0.039836152915319244,0.5853942764460079,0.023262422787070743,0.3333333333333333,0.3333333333333333,0.0,0.08769563373607642,0.9317939224517737,0.03005051413457459,0.8585799186103688,0
