Instances,feature_avg_Segment_length,feature_full_road_diversity,feature_std_pivot_off,feature_total_angle,algo_safety
345,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
346,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
347,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
348,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
349,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
350,0.026664558815835376,0.05819475304358307,0.10672417344377705,0.17040869198908476,0
351,0.007870985689369558,0.17185552491222444,0.01766434972192279,0.7600174749065123,0
352,0.4976755849028785,0.06654851053811378,0.0,0.2822629714203875,1
353,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
354,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
355,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
356,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
357,0.026664558815835376,0.05819475304358307,0.10672417344377705,0.17040869198908476,0
358,0.007870985689369558,0.17185552491222444,0.01766434972192279,0.7600174749065123,0
359,0.4976755849028785,0.06654851053811378,0.0,0.2822629714203875,1
360,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
361,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
362,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
363,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
364,0.0699734395827879,0.04059268177485706,0.3113798669165846,0.28375504807527413,0
365,0.007870985689369558,0.17185552491222444,0.01766434972192279,0.7600174749065123,0
366,0.4976755849028785,0.06654851053811378,0.0,0.2822629714203875,1
367,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
368,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
369,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
370,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
371,0.37221221191687776,0.2112598693161084,1.0,0.20752801108958813,1
372,0.016083034363477577,0.0698353456573831,0.028726350945492127,0.9999999999999999,0
373,0.24536082999419523,0.11039359426174662,0.4814917181959049,0.2212712930457386,0
374,0.08291115866501239,0.7976297647414838,0.006557421321091846,0.0,0
375,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
376,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
377,0.0699734395827879,0.04059268177485706,0.3113798669165846,0.28375504807527413,0
378,0.016083034363477577,0.0698353456573831,0.028726350945492127,0.9999999999999999,0
379,0.24536082999419523,0.11039359426174662,0.4814917181959049,0.2212712930457386,0
380,0.30059784161303527,0.10762631712343285,0.16283814299835978,0.24976153310954785,1
381,0.08291115866501239,0.7976297647414838,0.006557421321091846,0.0,0
382,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
383,0.4976755849028785,0.06654851053811378,0.0,0.2822629714203875,1
384,0.0699734395827879,0.04059268177485706,0.3113798669165846,0.28375504807527413,0
385,0.041679080466292484,0.023127158854373636,0.04709070045296372,0.227252636965091,0
386,0.24536082999419523,0.11039359426174662,0.4814917181959049,0.2212712930457386,0
387,0.30059784161303527,0.10762631712343285,0.16283814299835978,0.24976153310954785,1
388,0.04975339033611728,0.12485056931762806,0.10422175644567025,0.191536518811173,0
389,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
390,0.4976755849028785,0.06654851053811378,0.0,0.2822629714203875,1
391,0.0699734395827879,0.04059268177485706,0.3113798669165846,0.28375504807527413,0
392,0.33041834905144596,0.2510021972442113,0.3206274084062358,0.26413421297211276,1
393,0.14401234493614956,0.08458352096870983,0.1440732821857485,0.7451515397900417,0
394,0.30059784161303527,0.10762631712343285,0.16283814299835978,0.24976153310954785,1
395,0.04975339033611728,0.12485056931762806,0.10422175644567025,0.191536518811173,0
396,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
397,0.4976755849028785,0.06654851053811378,0.0,0.2822629714203875,0
398,0.0699734395827879,0.04059268177485706,0.3113798669165846,0.28375504807527413,0
399,0.0,0.05521928683625392,0.12618464107283595,0.20774426133807997,1
400,0.30059784161303527,0.10762631712343285,0.16283814299835978,0.24976153310954785,1
401,0.04975339033611728,0.12485056931762806,0.10422175644567025,0.191536518811173,0
402,0.33041834905144596,0.2510021972442113,0.3206274084062358,0.26413421297211276,1
403,0.14401234493614956,0.08458352096870983,0.1440732821857485,0.7451515397900417,0
404,0.4976755849028785,0.06654851053811378,0.0,0.2822629714203875,1
405,0.0699734395827879,0.04059268177485706,0.3113798669165846,0.28375504807527413,0
406,0.31801189445205974,0.2209622980812634,0.25279033707760906,0.2809693260458902,1
407,0.013134900270223238,0.16472519069717115,0.017300875680797856,0.773263072978416,0
408,0.04975339033611728,0.12485056931762806,0.10422175644567025,0.191536518811173,0
409,0.4620509478421568,0.35377329185064665,0.0,0.21147929893064218,0
410,0.33752502630636744,0.25530048307919667,0.3272656465391285,0.26414216078095054,1
411,0.0699734395827879,0.04059268177485706,0.3113798669165846,0.28375504807527413,0
412,0.30059784161303527,0.10762631712343285,0.16283814299835978,0.24976153310954785,1
413,0.31801189445205974,0.2209622980812634,0.25279033707760906,0.2809693260458902,1
414,0.013134900270223238,0.16472519069717115,0.017300875680797856,0.773263072978416,0
415,0.04975339033611728,0.12485056931762806,0.10422175644567025,0.191536518811173,0
416,0.4620509478421568,0.35377329185064665,0.0,0.21147929893064218,0
417,0.33752502630636744,0.25530048307919667,0.3272656465391285,0.26414216078095054,1
418,0.0699734395827879,0.04059268177485706,0.3113798669165846,0.28375504807527413,0
419,0.30059784161303527,0.10762631712343285,0.16283814299835978,0.24976153310954785,1
420,0.33752502630636744,0.25530048307919667,0.3272656465391285,0.26414216078095054,1
421,0.03151477239985839,0.13710391246537654,0.03479078779790635,0.8551013477636915,0
422,0.04975339033611728,0.12485056931762806,0.10422175644567025,0.191536518811173,0
423,0.30059784161303527,0.10762631712343285,0.16283814299835978,0.24976153310954785,1
424,0.004133083516950076,0.08119651645760723,0.07537713404768154,0.18793723205699098,1
425,0.04693095580258763,0.2290822528717778,0.10353373386042808,0.08822645259587406,0
426,0.4620509478421568,0.35377329185064665,0.0,0.21147929893064218,0
427,0.5049942344903653,0.9779828202037513,0.31159062619785227,0.29225711488279077,1
428,1.0,0.0,0.0,0.28980778154708997,1
429,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
430,0.10544589774929025,0.05031404445609845,0.17534196041026473,0.21372533930371035,0
431,0.33752502630636744,0.25530048307919667,0.3272656465391285,0.26414216078095054,1
432,0.04693095580258763,0.2290822528717778,0.10353373386042808,0.08822645259587406,0
433,0.4620509478421568,0.35377329185064665,0.0,0.21147929893064218,0
434,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
435,0.03637157380071024,0.10715102435582335,0.11096703782433806,0.3545273974351981,1
436,0.5049942344903653,0.9779828202037513,0.31159062619785227,0.29225711488279077,1
437,1.0,0.0,0.0,0.28980778154708997,1
438,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
439,0.04693095580258763,0.2290822528717778,0.10353373386042808,0.08822645259587406,0
440,0.4620509478421568,0.35377329185064665,0.0,0.21147929893064218,0
441,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
442,0.03637157380071024,0.10715102435582335,0.11096703782433806,0.3545273974351981,1
443,0.5049942344903653,0.9779828202037513,0.31159062619785227,0.29225711488279077,1
444,1.0,0.0,0.0,0.28980778154708997,1
445,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
446,0.04693095580258763,0.2290822528717778,0.10353373386042808,0.08822645259587406,0
447,0.4620509478421568,0.35377329185064665,0.0,0.21147929893064218,0
448,0.27569626314779255,0.03155224489402703,0.065927346903228,0.31042990347620614,1
449,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
450,0.03637157380071024,0.10715102435582335,0.11096703782433806,0.3545273974351981,1
451,0.5049942344903653,0.9779828202037513,0.31159062619785227,0.29225711488279077,1
452,1.0,0.0,0.0,0.28980778154708997,1
453,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
454,0.4620509478421568,0.35377329185064665,0.0,0.21147929893064218,0
455,0.1587018557523267,0.055244726926095916,0.6332253920025768,0.30532187788792664,1
456,0.14253365839718568,0.2907870483949387,0.1093199633618565,0.3096032651821052,1
457,0.27569626314779255,0.03155224489402703,0.065927346903228,0.31042990347620614,1
458,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
459,0.03637157380071024,0.10715102435582335,0.11096703782433806,0.3545273974351981,1
460,1.0,0.0,0.0,0.28980778154708997,1
461,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
462,0.17124459578591583,0.14144913054660835,0.06618954379283429,0.3117174936122873,0
463,0.1587018557523267,0.055244726926095916,0.6332253920025768,0.30532187788792664,1
464,0.14253365839718568,0.2907870483949387,0.1093199633618565,0.3096032651821052,1
465,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
466,0.03637157380071024,0.10715102435582335,0.11096703782433806,0.3545273974351981,1
467,1.0,0.0,0.0,0.28980778154708997,1
468,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
469,0.47657771581514,0.24798820455819773,0.612162778355017,0.1661369326151664,1
470,0.17124459578591583,0.14144913054660835,0.06618954379283429,0.3117174936122873,0
471,0.1587018557523267,0.055244726926095916,0.6332253920025768,0.30532187788792664,1
472,0.14253365839718568,0.2907870483949387,0.1093199633618565,0.3096032651821052,1
473,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
474,0.03637157380071024,0.10715102435582335,0.11096703782433806,0.3545273974351981,1
475,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
476,0.14286413360818384,0.2771239196949555,0.4726017305288277,0.46281830713183203,1
477,0.47657771581514,0.24798820455819773,0.612162778355017,0.1661369326151664,1
478,0.17124459578591583,0.14144913054660835,0.06618954379283429,0.3117174936122873,1
479,0.1587018557523267,0.055244726926095916,0.6332253920025768,0.30532187788792664,1
480,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
481,0.03637157380071024,0.10715102435582335,0.11096703782433806,0.3545273974351981,1
482,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
483,0.19980093178026542,0.4087605964662038,0.3324056370752641,0.3455272775298073,1
484,0.14286413360818384,0.2771239196949555,0.4726017305288277,0.46281830713183203,1
485,0.47657771581514,0.24798820455819773,0.612162778355017,0.1661369326151664,1
486,0.1587018557523267,0.055244726926095916,0.6332253920025768,0.30532187788792664,1
487,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
488,0.03637157380071024,0.10715102435582335,0.11096703782433806,0.3545273974351981,1
489,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
490,0.21631669982024687,0.38128292481535686,0.15480643800865523,0.32252161236707116,1
491,0.19980093178026542,0.4087605964662038,0.3324056370752641,0.3455272775298073,1
492,0.14286413360818384,0.2771239196949555,0.4726017305288277,0.46281830713183203,1
493,0.47657771581514,0.24798820455819773,0.612162778355017,0.1661369326151664,1
494,0.1587018557523267,0.055244726926095916,0.6332253920025768,0.30532187788792664,1
495,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
496,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
497,0.16623387426777447,0.07260568134646571,0.5617584331360309,0.30883077918828983,1
498,0.04491607298890518,0.0841258985848306,0.16576165213602106,0.14868918939261278,0
499,0.21631669982024687,0.38128292481535686,0.15480643800865523,0.32252161236707116,1
500,0.19980093178026542,0.4087605964662038,0.3324056370752641,0.3455272775298073,1
501,0.1587018557523267,0.055244726926095916,0.6332253920025768,0.30532187788792664,1
502,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
503,0.7508883556980301,0.28808635885945716,0.0,0.23816941720097706,1
504,0.13485763126535644,0.4146036404737263,0.21671235150209242,0.34084221345662846,1
505,0.05411245348491886,0.09476792209402318,0.15249111975636012,0.31534138206443224,1
506,0.1986250643986373,1.0,0.183479779550541,0.21765017309873178,1
507,0.16623387426777447,0.07260568134646571,0.5617584331360309,0.30883077918828983,1
508,0.21631669982024687,0.38128292481535686,0.15480643800865523,0.32252161236707116,1
509,0.19980093178026542,0.4087605964662038,0.3324056370752641,0.3455272775298073,1
510,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
511,0.04394990730554785,0.10346827782414143,0.14471772985136516,0.2892632184697036,0
512,0.1888460305595242,0.24000651483411015,0.23366679614260416,0.3476815533154968,1
513,0.13485763126535644,0.4146036404737263,0.21671235150209242,0.34084221345662846,1
514,0.1986250643986373,1.0,0.183479779550541,0.21765017309873178,1
515,0.16623387426777447,0.07260568134646571,0.5617584331360309,0.30883077918828983,1
516,0.19980093178026542,0.4087605964662038,0.3324056370752641,0.3455272775298073,1
517,0.12626030210785893,0.06500481097803042,0.1779805773472623,0.284844243872554,1
