Instances,feature_avg_Segment_length,feature_full_road_diversity,feature_std_pivot_off,feature_total_angle,algo_safety
137,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
138,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
139,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
140,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
141,0.05811964034236303,0.190761135901531,0.08173476561061523,0.7853804480716824,0
142,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
143,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
144,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
145,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
146,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
147,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
148,0.05811964034236303,0.190761135901531,0.08173476561061523,0.7853804480716824,0
149,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
150,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
151,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
152,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
153,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
154,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
155,0.05811964034236303,0.190761135901531,0.08173476561061523,0.7853804480716824,0
156,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
157,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
158,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
159,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,1
160,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
161,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
162,0.05811964034236303,0.190761135901531,0.08173476561061523,0.7853804480716824,0
163,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
164,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
165,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
166,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
167,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
168,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
169,0.05811964034236303,0.190761135901531,0.08173476561061523,0.7853804480716824,0
170,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
171,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
172,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
173,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
174,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
175,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
176,0.05811964034236303,0.190761135901531,0.08173476561061523,0.7853804480716824,0
177,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
178,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
179,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
180,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
181,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
182,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
183,0.05811964034236303,0.190761135901531,0.08173476561061523,0.7853804480716824,0
184,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
185,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
186,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
187,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
188,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
189,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
190,0.05811964034236303,0.190761135901531,0.08173476561061523,0.7853804480716824,0
191,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
192,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
193,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
194,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
195,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
196,0.02952388687149604,0.024560124777339973,0.04968693000593726,0.8817610269501666,1
197,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
198,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
199,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
200,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
201,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
202,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
203,0.02952388687149604,0.024560124777339973,0.04968693000593726,0.8817610269501666,0
204,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
205,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
206,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
207,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
208,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,1
209,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
210,0.02952388687149604,0.024560124777339973,0.04968693000593726,0.8817610269501666,0
211,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
212,0.4697207943405826,0.03557135532402556,0.2619984545633175,0.25316112950724123,1
213,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
214,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
215,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
216,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
217,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
218,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
219,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
220,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,1
221,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
222,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
223,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
224,0.07027920443811186,0.07628687511596335,0.04070709351706506,0.9243436666363442,0
225,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
226,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
227,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
228,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
229,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
230,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
231,0.12005755445616628,0.20799105722570027,0.11149562742490142,0.2855854865381191,1
232,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
233,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
234,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
235,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
236,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
237,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
238,0.12005755445616628,0.20799105722570027,0.11149562742490142,0.2855854865381191,1
239,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
240,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
241,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
242,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
243,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
244,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
245,0.12005755445616628,0.20799105722570027,0.11149562742490142,0.2855854865381191,1
246,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
247,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
248,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
249,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
250,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
251,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
252,0.1505639900576325,0.18359982393056984,0.17636114301642006,0.24509830232260812,1
253,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
254,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
255,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,1
256,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
257,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
258,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
259,0.1505639900576325,0.18359982393056984,0.17636114301642006,0.24509830232260812,1
260,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
261,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
262,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,1
263,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
264,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
265,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
266,0.1505639900576325,0.18359982393056984,0.17636114301642006,0.24509830232260812,1
267,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
268,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
269,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
270,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
271,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
272,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
273,0.1505639900576325,0.18359982393056984,0.17636114301642006,0.24509830232260812,1
274,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
275,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
276,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
277,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
278,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
279,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
280,0.1505639900576325,0.18359982393056984,0.17636114301642006,0.24509830232260812,1
281,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
282,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
283,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
284,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
285,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
286,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
287,0.1505639900576325,0.18359982393056984,0.17636114301642006,0.24509830232260812,1
288,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
289,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
290,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
291,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
292,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
293,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
294,0.1505639900576325,0.18359982393056984,0.17636114301642006,0.24509830232260812,1
295,0.008685314875143152,0.10044330234918403,0.07226030124106918,0.20586268564678592,0
296,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
297,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,1
298,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
299,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
300,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
301,0.05831515525389158,0.2056835944711965,0.02446124299454184,0.6496890208441956,0
302,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
303,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
304,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
305,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
306,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
307,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
308,0.008828939760469862,0.12762946181603382,0.09268057525449382,0.1288745882991213,0
309,0.058116746038482214,0.08530210667486533,0.03005051413457459,0.8585799186103688,0
310,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
311,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
312,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
313,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
314,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
315,0.13892232274161614,0.03217555968926549,0.2838173058904121,0.8735778419537042,0
316,0.008828939760469862,0.12762946181603382,0.09268057525449382,0.1288745882991213,0
317,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
318,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
319,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
320,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
321,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
322,0.13892232274161614,0.03217555968926549,0.2838173058904121,0.8735778419537042,0
323,0.008828939760469862,0.12762946181603382,0.09268057525449382,0.1288745882991213,0
324,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
325,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
326,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
327,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
328,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
329,0.008828939760469862,0.12762946181603382,0.09268057525449382,0.1288745882991213,0
330,0.026664558815835376,0.05819475304358307,0.10672417344377705,0.17040869198908476,0
331,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
332,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
333,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
334,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
335,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
336,0.026664558815835376,0.05819475304358307,0.10672417344377705,0.17040869198908476,0
337,0.007870985689369558,0.17185552491222444,0.01766434972192279,0.7600174749065123,0
338,0.4997134299031672,0.9435105660596463,0.21959382857939788,0.3085214614286284,1
339,0.20822354026915985,0.03019496069464312,0.5124144166742194,0.26580753092022197,0
340,0.05791303139702167,0.007179139379649259,0.01275743875825671,0.9406608763760324,0
341,0.49953012413898973,0.16744049668091618,0.7848259136006083,0.27874861176208215,1
342,0.13220977894863584,0.056231558539082335,0.1339834209410166,0.8181209202679826,0
343,0.026664558815835376,0.05819475304358307,0.10672417344377705,0.17040869198908476,0
344,0.007870985689369558,0.17185552491222444,0.01766434972192279,0.7600174749065123,0
