,avg_Segment_length,direct_distance,full_road_diversity,max_angle,max_pivot_off,mean_angle,mean_pivot_off,mean_road_diversity,median_angle,median_pivot_off,min_angle,min_pivot_off,num_l_turns,num_r_turns,num_straights,road_distance,safety,std_angle,std_pivot_off,test_duration,total_angle,test_id
0,14.617868454076312,27.725169811728204,16.007791604865425,151.1498098618318,21.182419937829994,64.43258215464098,14.45930706363145,8.003895802432712,64.43258215464098,14.45930706363145,-22.284645552549854,7.736194189432903,1,1,0,29.235736908152624,FAIL,122.63667951490521,9.507917408056743,3.5421698093414307,128.86516430928197,gestHigh7\00517_test.json
1,45.708365604026866,90.95812030435089,53.62013532125191,6.933342632496935,559.0339981600094,-1.2674217624104966,345.90049326224226,26.810067660625954,-1.2674217624104966,345.90049326224226,-9.468186157317929,132.7669883644751,1,1,0,91.41673120805373,PASS,11.59763222910448,301.4162932225348,11.324093103408813,-2.5348435248209933,gestHigh7\00516_test.json
2,43.59409941092692,87.15932958053263,7.376398661050949,0.14674144606128525,129.8125118911972,-4.544510253015822,64.9062559455986,3.6881993305254746,-4.544510253015822,64.9062559455986,-9.235761952092929,0.0,0,1,1,87.18819882185385,PASS,6.63443177734067,91.79130744112487,11.131528854370117,-9.089020506031645,gestHigh7\00515_test.json
3,11.144982261046932,43.48067698541827,17.126428026269334,4.619137448470719,50.63287520579099,-5.621970768679981,12.658218801447747,4.2816070065673335,-1.5792614179038185,0.0,-23.948497687383007,0.0,0,1,3,44.57992904418773,FAIL,12.628235789415234,25.316437602895498,0.6272504329681396,-22.487883074719925,gestHigh7\00514_test.json
4,14.638085452252795,26.23082776594692,32.94368009974024,125.26021060637233,21.467780317280404,51.62036840927833,15.407867860172704,16.47184004987012,51.62036840927833,15.407867860172704,-22.01947378781567,9.347955403065004,1,1,0,29.27617090450559,FAIL,104.14246356614487,8.570010383635376,3.6744332313537598,103.24073681855666,gestHigh7\00513_test.json
5,14.624120791914942,28.187990743311452,14.850758661946532,184.66675111660157,21.223916953881318,81.20802714152403,13.779344943079035,7.425379330973266,81.20802714152403,13.779344943079035,-22.25069683355352,6.334772932276752,1,1,0,29.248241583829884,FAIL,146.31273059136916,10.528214703739732,7.890647888183594,162.41605428304806,gestHigh7\00512_test.json
6,14.609782719119407,28.49392911533295,3.1091467610280765,190.2255247548509,6.320934882107076,92.8341123025195,3.160467441053538,1.5545733805140383,92.8341123025195,3.160467441053538,-4.557300149811895,0.0,1,0,1,29.219565438238813,FAIL,137.732256348759,4.469575918576504,12.941444635391235,185.668224605039,gestHigh7\00511_test.json
7,14.617868454076312,27.725169811728204,16.007791604865425,151.1498098618318,21.182419937829994,64.43258215464098,14.45930706363145,8.003895802432712,64.43258215464098,14.45930706363145,-22.284645552549854,7.736194189432903,1,1,0,29.235736908152624,FAIL,122.63667951490521,9.507917408056743,3.619025230407715,128.86516430928197,gestHigh7\00510_test.json
8,45.708365604026866,90.95812030435089,53.62013532125191,6.933342632496935,559.0339981600094,-1.2674217624104966,345.90049326224226,26.810067660625954,-1.2674217624104966,345.90049326224226,-9.468186157317929,132.7669883644751,1,1,0,91.41673120805373,PASS,11.59763222910448,301.4162932225348,11.416742086410522,-2.5348435248209933,gestHigh7\00509_test.json
9,43.59409941092692,87.15932958053263,7.376398661050949,0.14674144606128525,129.8125118911972,-4.544510253015822,64.9062559455986,3.6881993305254746,-4.544510253015822,64.9062559455986,-9.235761952092929,0.0,0,1,1,87.18819882185385,PASS,6.63443177734067,91.79130744112487,10.89222502708435,-9.089020506031645,gestHigh7\00508_test.json
10,11.144982261046932,43.48067698541827,17.126428026269334,4.619137448470719,50.63287520579099,-5.621970768679981,12.658218801447747,4.2816070065673335,-1.5792614179038185,0.0,-23.948497687383007,0.0,0,1,3,44.57992904418773,FAIL,12.628235789415234,25.316437602895498,0.6379616260528564,-22.487883074719925,gestHigh7\00507_test.json
11,14.638085452252795,26.23082776594692,32.94368009974024,125.26021060637233,21.467780317280404,51.62036840927833,15.407867860172704,16.47184004987012,51.62036840927833,15.407867860172704,-22.01947378781567,9.347955403065004,1,1,0,29.27617090450559,FAIL,104.14246356614487,8.570010383635376,3.6513428688049316,103.24073681855666,gestHigh7\00506_test.json
12,14.624120791914942,28.187990743311452,14.850758661946532,184.66675111660157,21.223916953881318,81.20802714152403,13.779344943079035,7.425379330973266,81.20802714152403,13.779344943079035,-22.25069683355352,6.334772932276752,1,1,0,29.248241583829884,FAIL,146.31273059136916,10.528214703739732,8.297521829605103,162.41605428304806,gestHigh7\00505_test.json
13,14.609782719119407,28.49392911533295,3.1091467610280765,190.2255247548509,6.320934882107076,92.8341123025195,3.160467441053538,1.5545733805140383,92.8341123025195,3.160467441053538,-4.557300149811895,0.0,1,0,1,29.219565438238813,FAIL,137.732256348759,4.469575918576504,13.047412395477295,185.668224605039,gestHigh7\00504_test.json
14,14.617868454076312,27.725169811728204,16.007791604865425,151.1498098618318,21.182419937829994,64.43258215464098,14.45930706363145,8.003895802432712,64.43258215464098,14.45930706363145,-22.284645552549854,7.736194189432903,1,1,0,29.235736908152624,FAIL,122.63667951490521,9.507917408056743,3.6636457443237305,128.86516430928197,gestHigh7\00503_test.json
15,45.708365604026866,90.95812030435089,53.62013532125191,6.933342632496935,559.0339981600094,-1.2674217624104966,345.90049326224226,26.810067660625954,-1.2674217624104966,345.90049326224226,-9.468186157317929,132.7669883644751,1,1,0,91.41673120805373,PASS,11.59763222910448,301.4162932225348,11.368211269378662,-2.5348435248209933,gestHigh7\00502_test.json
