Instances,feature_direct_distance,feature_max_angle,feature_mean_road_diversity,feature_num_l_turns,feature_uturns,algo_safety
0,0.3764843318300394,0.5990868627472588,0.0646597616417749,0.6000000000000001,0.0,1
1,0.0,0.0,0.4120905433938731,0.2,0.0,0
2,0.7239299853743422,0.1528475435589668,0.572579197794766,0.0,0.0,0
3,0.7246999872216608,0.5186982292928676,0.02374403834807398,1.0000000000000002,0.0,1
4,0.07976126118352278,0.5823101245907596,0.1757965374718851,1.0000000000000002,0.0,1
5,1.0,0.25511479218691213,0.0,1.0000000000000002,0.0,1
6,0.8413703519381088,1.0,0.9999999999999999,0.6000000000000001,0.0,1
