Instances,feature_num_r_turns,feature_total_angle,feature_mean_pivot_off,feature_std_pivot_off,feature_min_pivot_off,feature_duration_seconds,algo_safety
246,0.41666666666666663,0.5864406779661018,0.3732142857142856,0.4633231674059337,0.0,0.45624929852225216,0
247,0.33333333333333337,0.33559322033898303,0.8219780219780218,0.39068631228253925,0.5,0.4926267738115002,1
248,0.41666666666666663,0.6677966101694914,0.3612152553329022,0.4148543623652263,0.5,0.4914171022683711,0
249,0.5833333333333334,0.4983050847457627,0.39961215255332894,0.39122084485116404,0.0,0.6012815448138777,1
250,0.5833333333333334,0.32881355932203393,0.5608791208791207,0.5663279555423841,0.0,0.3445586159448849,0
251,0.41666666666666663,0.5728813559322035,0.33241758241758235,0.3603945660369112,0.0,0.03815990880729192,0
252,0.24999999999999997,0.17966101694915254,0.6043956043956044,0.6147135537297883,0.0,0.46496423848143753,1
253,0.41666666666666663,0.5728813559322035,0.4412087912087911,0.39244073665109847,0.0,0.034734370518640034,0
254,0.5833333333333334,0.728813559322034,0.2236263736263736,0.39244073665109847,0.0,0.54898268493466,0
255,0.41666666666666663,0.4779661016949152,0.5028571428571428,0.48338530996585805,0.0,0.4481344968780374,0
256,0.5833333333333334,0.6508474576271186,0.352458068247542,0.5754755462852883,0.0,0.3070095294352351,0
257,0.5833333333333334,0.640677966101695,0.6043956043956044,0.5583071593602005,0.0,0.6913727757570338,1
258,0.6666666666666666,0.4644067796610169,0.568131868131868,0.6913590723287772,0.0,0.7066576440542247,1
259,0.5833333333333334,0.6677966101694914,0.6158473105841525,0.4246465353184694,0.5,0.7551985168097608,1
260,0.5,0.640677966101695,0.3989010989010988,0.30239298677675075,0.5,0.681520592480805,1
261,0.5833333333333334,0.9966101694915255,0.2922121356903965,0.5210934130011355,0.0,0.20378427540169852,0
262,0.16666666666666666,0.2338983050847458,0.7252747252747253,0.553297767123831,0.5,0.5841876750580937,1
263,0.8333333333333334,0.48135593220338985,0.2671428571428571,0.4703051625501178,0.0,0.08844150603604595,0
264,0.5,0.5966101694915253,0.2588235294117647,0.38713197104805386,0.0,0.31479295282755093,0
265,0.24999999999999997,0.2677966101694915,0.4520879120879121,0.3426590442617722,0.0,0.21881091467804203,0
266,0.41666666666666663,0.3457627118644068,0.5374471682163987,0.3815864278120795,0.0,0.04909423314228667,0
267,0.5833333333333334,0.7186440677966102,0.4956043956043955,0.7043707217328175,0.0,0.7175870305976371,0
268,0.16666666666666666,0.24067796610169495,0.4109890109890111,0.5424514657979158,0.0,0.5931698238272431,1
269,0.75,0.8101694915254238,0.48141423793597704,0.46093847423740897,0.0,0.27878906735364006,0
270,0.41666666666666663,0.4135593220338983,0.3557299843014128,0.5546375103234316,0.0,0.5679787842759478,1
271,0.24999999999999997,0.33559322033898303,0.7032967032967034,0.31840118273450224,0.0,0.48715653098642264,1
272,0.5,0.32542372881355935,0.3401883830455258,0.47193761665845524,0.0,0.5790739582641686,1
273,0.41666666666666663,0.5864406779661018,0.4412087912087911,0.39244073665109847,0.0,0.48302174229801176,1
275,0.6666666666666666,0.5864406779661018,0.3295546558704453,0.28070017171571016,0.0,0.7471139755254643,1
276,0.33333333333333337,0.4135593220338983,0.4537616229923923,0.6788252317987273,0.5,0.12510135308817016,0
277,0.41666666666666663,0.4135593220338983,0.3401883830455258,0.449375339233659,0.0,0.6405301711191671,1
278,0.75,0.33559322033898303,0.3356173238526179,0.33057184705210374,0.0,0.6233981754947497,1
279,0.5,0.4779661016949152,0.577197802197802,0.2973871394220601,0.0,0.6577311865825606,1
281,0.24999999999999997,0.3932203389830508,0.4593406593406594,0.8146226148518876,0.0,0.324692198064259,0
282,0.9166666666666666,0.9796610169491526,0.2981684981684979,0.5255850024727462,0.0,0.3165807392612482,0
283,0.75,0.5016949152542374,0.3410063620589935,0.27808551236415546,0.0,0.6110908173703378,1
