Instances,feature_direct_distance,feature_median_pivot_off,feature_min_angle,feature_num_r_turns,feature_road_distance,feature_std_pivot_off,feature_total_angle,feature_uturns,algo_safety
38,0.3502568840427224,0.6564760563125447,0.7207693609009742,1.0000000000000002,0.6006803938150596,0.895349436298982,0.029786837069874395,0.0,1
39,0.34600258482385765,0.2756603699648216,0.8749133276682373,0.4000000000000001,0.3472855671440682,0.05885428667917242,0.8800898320502143,0.0,0
40,0.3702242264824088,0.0,0.6202508474566606,0.4000000000000001,0.4840974504810889,0.13768063752201132,0.17090896510814385,0.0,0
41,0.8179578625390734,0.8622116676238871,0.885889281104696,0.6000000000000001,0.6096506023220443,0.1802890864216643,0.3563715155169687,0.0,0
42,0.30787667862030876,0.5752468861539592,0.9009157781567363,0.8,0.4350578053001286,1.0000000000000002,0.9233473933485571,0.0,0
43,0.4422015104039865,0.43284606835613965,0.9999999999999999,0.2,0.36145297198032966,0.24232061893731383,0.8292879732668736,0.0,0
44,0.6241136414463128,1.0,0.7498969266516247,0.6000000000000001,0.2685992705767932,0.06674302429064144,0.0,0.0,0
45,0.3502568840427224,0.6564760563125447,0.7207693609009742,1.0000000000000002,0.6006803938150596,0.895349436298982,0.029786837069874395,0.0,1
46,0.34600258482385765,0.2756603699648216,0.8749133276682373,0.4000000000000001,0.3472855671440682,0.05885428667917242,0.8800898320502143,0.0,0
47,0.3702242264824088,0.0,0.6202508474566606,0.4000000000000001,0.4840974504810889,0.13768063752201132,0.17090896510814385,0.0,0
48,0.8179578625390734,0.8622116676238871,0.885889281104696,0.6000000000000001,0.6096506023220443,0.1802890864216643,0.3563715155169687,0.0,0
49,0.30787667862030876,0.5752468861539592,0.9009157781567363,0.8,0.4350578053001286,1.0000000000000002,0.9233473933485571,0.0,0
50,0.4422015104039865,0.43284606835613965,0.9999999999999999,0.2,0.36145297198032966,0.24232061893731383,0.8292879732668736,0.0,0
51,0.6241136414463128,1.0,0.7498969266516247,0.6000000000000001,0.2685992705767932,0.06674302429064144,0.0,0.0,0
52,0.3502568840427224,0.6564760563125447,0.7207693609009742,1.0000000000000002,0.6006803938150596,0.895349436298982,0.029786837069874395,0.0,1
53,0.34600258482385765,0.2756603699648216,0.8749133276682373,0.4000000000000001,0.3472855671440682,0.05885428667917242,0.8800898320502143,0.0,0
54,0.3702242264824088,0.0,0.6202508474566606,0.4000000000000001,0.4840974504810889,0.13768063752201132,0.17090896510814385,0.0,0
55,0.8179578625390734,0.8622116676238871,0.885889281104696,0.6000000000000001,0.6096506023220443,0.1802890864216643,0.3563715155169687,0.0,0
56,0.30787667862030876,0.5752468861539592,0.9009157781567363,0.8,0.4350578053001286,1.0000000000000002,0.9233473933485571,0.0,0
57,0.4422015104039865,0.43284606835613965,0.9999999999999999,0.2,0.36145297198032966,0.24232061893731383,0.8292879732668736,0.0,0
58,0.6241136414463128,1.0,0.7498969266516247,0.6000000000000001,0.2685992705767932,0.06674302429064144,0.0,0.0,0
59,0.3502568840427224,0.6564760563125447,0.7207693609009742,1.0000000000000002,0.6006803938150596,0.895349436298982,0.029786837069874395,0.0,1
60,0.34600258482385765,0.2756603699648216,0.8749133276682373,0.4000000000000001,0.3472855671440682,0.05885428667917242,0.8800898320502143,0.0,0
61,0.3702242264824088,0.0,0.6202508474566606,0.4000000000000001,0.4840974504810889,0.13768063752201132,0.17090896510814385,0.0,0
62,0.8179578625390734,0.8622116676238871,0.885889281104696,0.6000000000000001,0.6096506023220443,0.1802890864216643,0.3563715155169687,0.0,0
63,0.30787667862030876,0.5752468861539592,0.9009157781567363,0.8,0.4350578053001286,1.0000000000000002,0.9233473933485571,0.0,0
64,0.4422015104039865,0.43284606835613965,0.9999999999999999,0.2,0.36145297198032966,0.24232061893731383,0.8292879732668736,0.0,0
65,0.6241136414463128,1.0,0.7498969266516247,0.6000000000000001,0.2685992705767932,0.06674302429064144,0.0,0.0,0
66,0.3502568840427224,0.6564760563125447,0.7207693609009742,1.0000000000000002,0.6006803938150596,0.895349436298982,0.029786837069874395,0.0,1
67,0.34600258482385765,0.2756603699648216,0.8749133276682373,0.4000000000000001,0.3472855671440682,0.05885428667917242,0.8800898320502143,0.0,0
68,0.3702242264824088,0.0,0.6202508474566606,0.4000000000000001,0.4840974504810889,0.13768063752201132,0.17090896510814385,0.0,0
69,0.8179578625390734,0.8622116676238871,0.885889281104696,0.6000000000000001,0.6096506023220443,0.1802890864216643,0.3563715155169687,0.0,0
70,0.30787667862030876,0.5752468861539592,0.9009157781567363,0.8,0.4350578053001286,1.0000000000000002,0.9233473933485571,0.0,0
71,0.4422015104039865,0.43284606835613965,0.9999999999999999,0.2,0.36145297198032966,0.24232061893731383,0.8292879732668736,0.0,0
72,0.6241136414463128,1.0,0.7498969266516247,0.6000000000000001,0.2685992705767932,0.06674302429064144,0.0,0.0,0
73,0.3502568840427224,0.6564760563125447,0.7207693609009742,1.0000000000000002,0.6006803938150596,0.895349436298982,0.029786837069874395,0.0,1
74,0.34600258482385765,0.2756603699648216,0.8749133276682373,0.4000000000000001,0.3472855671440682,0.05885428667917242,0.8800898320502143,0.0,0
75,0.3702242264824088,0.0,0.6202508474566606,0.4000000000000001,0.4840974504810889,0.13768063752201132,0.17090896510814385,0.0,0
76,0.8179578625390734,0.8622116676238871,0.885889281104696,0.6000000000000001,0.6096506023220443,0.1802890864216643,0.3563715155169687,0.0,0
77,0.30787667862030876,0.5752468861539592,0.9009157781567363,0.8,0.4350578053001286,1.0000000000000002,0.9233473933485571,0.0,0
78,0.4422015104039865,0.43284606835613965,0.9999999999999999,0.2,0.36145297198032966,0.24232061893731383,0.8292879732668736,0.0,0
79,0.6241136414463128,1.0,0.7498969266516247,0.6000000000000001,0.2685992705767932,0.06674302429064144,0.0,0.0,0
